Drug1,Drug2
DB00143,DB02424
DB01039,DB01183
DB00554,DB00624
DB00947,DB01248
DB00179,DB00641
DB01030,DB01275
DB00997,DB02424
DB00564,DB00958
DB00252,DB00783
DB00788,DB01454
DB00255,DB02901
DB00695,DB01593
DB00316,DB00501
DB00170,DB00177
DB00388,DB01041
DB00224,DB00783
DB00305,DB01050
DB00388,DB01262
DB00325,DB00328
DB00122,DB01181
DB00834,DB01229
DB00661,DB00997
DB00316,DB00945
DB00435,DB00541
DB00499,DB00515
DB03843,DB04557
DB00277,DB01039
DB00328,DB00871
DB00295,DB00503
DB00435,DB00746
DB00325,DB01118
DB00388,DB00763
DB00541,DB01183
DB00864,DB02587
DB00394,DB01118
DB00482,DB01085
DB00201,DB00907
DB00741,DB03843
DB00619,DB01234
DB00169,DB00544
DB00295,DB00363
DB00277,DB00636
DB02379,DB04539
DB00481,DB01356
DB00898,DB01094
DB00583,DB00977
DB00695,DB01234
DB00798,DB01174
DB00122,DB00399
DB00307,DB00515
DB00970,DB01076
DB00675,DB04539
DB00470,DB03467
DB00864,DB01586
DB02424,DB04216
DB00122,DB00928
DB00675,DB00783
DB00755,DB01132
DB00169,DB01593
DB00470,DB02901
DB01234,DB04348
DB00917,DB02527
DB00170,DB02424
DB00368,DB01039
DB00790,DB01645
DB00396,DB03255
DB00586,DB00993
DB01085,DB02587
DB00584,DB00917
DB00328,DB00624
DB00412,DB00435
DB00184,DB00421
DB00197,DB01045
DB00136,DB04573
DB00945,DB00977
DB00898,DB04513
DB00783,DB02533
DB00860,DB01050
DB00741,DB03518
DB00755,DB00758
DB00966,DB01577
DB00482,DB00563
DB00184,DB01094
DB00295,DB01586
DB00481,DB01394
DB00091,DB01577
DB00388,DB01698
DB00388,DB00564
DB00091,DB01149
DB00368,DB00636
DB00431,DB01169
DB00834,DB01262
DB00550,DB00788
DB00170,DB01345
DB00188,DB00783
DB00477,DB01221
DB00531,DB03518
DB01592,DB04557
DB00396,DB00523
DB00783,DB01235
DB01149,DB04216
DB00184,DB04513
DB01064,DB02533
DB01393,DB02527
DB00367,DB00396
DB00682,DB00755
DB01039,DB04743
DB00499,DB03568
DB00169,DB01234
DB00252,DB02656
DB00381,DB00898
DB00136,DB01592
DB00313,DB00321
DB00624,DB00936
DB00412,DB00864
DB00499,DB00741
DB00317,DB00947
DB00502,DB00898
DB00499,DB00966
DB00636,DB01229
DB00396,DB04066
DB00091,DB00795
DB00091,DB02169
DB00388,DB00541
DB00763,DB01115
DB00853,DB02709
DB00162,DB04224
DB00305,DB01373
DB00305,DB00368
DB00396,DB00542
DB00694,DB00970
DB00586,DB00624
DB00947,DB00966
DB00388,DB00746
DB00134,DB00993
DB00544,DB00834
DB01050,DB01593
DB00431,DB01064
DB01229,DB02701
DB00316,DB01095
DB00755,DB04348
DB00927,DB00977
DB00313,DB00586
DB00834,DB01222
DB00877,DB04224
DB02709,DB04173
DB00252,DB01065
DB01262,DB03467
DB00542,DB00947
DB00143,DB04115
DB02379,DB02656
DB00143,DB04540
DB00197,DB01370
DB01262,DB02901
DB00177,DB00295
DB00917,DB02379
DB01296,DB01370
DB01919,DB02901
DB00997,DB04115
DB00641,DB00755
DB00495,DB01174
DB00675,DB02656
DB00526,DB00627
DB00182,DB00184
DB00584,DB01454
DB00526,DB04540
DB00678,DB01050
DB00313,DB04539
DB01039,DB01136
DB00641,DB03796
DB00313,DB00783
DB00201,DB00515
DB00126,DB00773
DB00526,DB00977
DB00136,DB00860
DB00755,DB01128
DB00412,DB00694
DB01050,DB01234
DB00206,DB00675
DB00641,DB02315
DB00564,DB00586
DB00255,DB00605
DB00763,DB00945
DB00526,DB00566
DB00166,DB00531
DB00220,DB02709
DB00495,DB00641
DB00407,DB00584
DB00860,DB01373
DB00316,DB00843
DB00966,DB01373
DB00396,DB00572
DB00544,DB00773
DB00605,DB01229
DB00624,DB04173
DB00503,DB00755
DB00091,DB01373
DB00091,DB00368
DB00316,DB02527
DB00188,DB02656
DB00947,DB00975
DB01393,DB02379
DB00134,DB00624
DB00675,DB01065
DB01169,DB03568
DB00458,DB01645
DB00331,DB00741
DB00945,DB01393
DB00470,DB00822
DB00564,DB04539
DB00563,DB01001
DB01039,DB01919
DB00481,DB01880
DB00773,DB01050
DB00564,DB00783
DB00162,DB03843
DB01356,DB02709
DB00255,DB00388
DB00290,DB04115
DB00170,DB04115
DB00325,DB02709
DB00290,DB04540
DB00170,DB04540
DB00588,DB01645
DB00421,DB02527
DB00641,DB01115
DB00428,DB00503
DB01065,DB01698
DB00566,DB00727
DB00907,DB01956
DB00162,DB00428
DB00091,DB00685
DB01039,DB02424
DB00262,DB00571
DB00877,DB03843
DB00550,DB01169
DB01041,DB01221
DB00126,DB03128
DB00177,DB02546
DB01262,DB03619
DB00544,DB00863
DB00624,DB01033
DB00399,DB00499
DB00312,DB00755
DB01254,DB02546
DB01234,DB01378
DB00188,DB01076
DB00316,DB03057
DB00755,DB01248
DB00636,DB01222
DB00203,DB00412
DB00437,DB00783
DB00091,DB01700
DB00179,DB00331
DB00162,DB03518
DB00624,DB00762
DB00544,DB03128
DB00907,DB01030
DB00783,DB03796
DB00619,DB00997
DB00917,DB01045
DB00993,DB01050
DB00550,DB02052
DB00201,DB00741
DB00605,DB01262
DB00977,DB01001
DB00201,DB00966
DB00136,DB00277
DB00741,DB01593
DB00313,DB02656
DB00526,DB00988
DB00571,DB01174
DB00122,DB00470
DB02533,DB04557
DB00641,DB00945
DB00550,DB01064
DB00428,DB01586
DB00171,DB00798
DB00554,DB01041
DB00554,DB01262
DB00526,DB00987
DB00531,DB01356
DB00175,DB03843
DB01064,DB03796
DB00396,DB00437
DB01118,DB01183
DB00305,DB04743
DB00471,DB01645
DB00203,DB04216
DB00531,DB01593
DB00277,DB00554
DB00316,DB02379
DB00966,DB01039
DB00171,DB00571
DB00411,DB00755
DB00798,DB02533
DB00533,DB00586
DB00554,DB00763
DB00635,DB04216
DB00126,DB00936
DB00091,DB01039
DB00381,DB00675
DB01064,DB02315
DB00515,DB04224
DB00531,DB00550
DB00175,DB00428
DB01174,DB01454
DB00783,DB01115
DB00526,DB01393
DB00541,DB00571
DB00122,DB01956
DB00316,DB01954
DB00502,DB00675
DB00421,DB02379
DB00503,DB00945
DB00122,DB01852
DB00435,DB04348
DB00316,DB00499
DB00788,DB01050
DB00564,DB02656
DB00470,DB01221
DB00685,DB01645
DB00741,DB01234
DB00435,DB00907
DB00907,DB01118
DB00773,DB00796
DB00197,DB03193
DB00136,DB00458
DB00550,DB00747
DB00512,DB00636
DB00313,DB01076
DB00531,DB01394
DB00755,DB01378
DB00143,DB00407
DB00368,DB01254
DB00783,DB01017
DB00624,DB00790
DB00091,DB00636
DB00290,DB00988
DB00170,DB00988
DB00533,DB00783
DB00277,DB00435
DB00158,DB04224
DB00169,DB00997
DB00796,DB00834
DB00316,DB00744
DB00795,DB02379
DB00197,DB00482
DB00368,DB00477
DB00368,DB00554
DB00526,DB01275
DB00421,DB00499
DB00122,DB01030
DB01169,DB02315
DB00170,DB00987
DB00166,DB00970
DB01064,DB01115
DB00917,DB01370
DB00898,DB00970
DB01370,DB02010
DB00860,DB04743
DB00328,DB01041
DB00445,DB01593
DB00523,DB00834
DB00437,DB02656
DB00554,DB00564
DB00694,DB00977
DB00570,DB00624
DB00255,DB01592
DB00182,DB00977
DB00564,DB01076
DB00197,DB00325
DB00763,DB02527
DB00328,DB00763
DB00166,DB00184
DB00910,DB01296
DB00368,DB00435
DB00675,DB00788
DB00277,DB00864
DB01164,DB01174
DB01115,DB01592
DB00407,DB01454
DB00755,DB00966
DB00184,DB00970
DB00363,DB01229
DB00136,DB01065
DB00126,DB04173
DB01039,DB04115
DB00773,DB01183
DB00122,DB00526
DB00290,DB00407
DB00170,DB00407
DB00605,DB00746
DB00515,DB03843
DB00910,DB04557
DB00396,DB02701
DB02709,DB03467
DB00720,DB00755
DB00316,DB01045
DB00445,DB01234
DB01248,DB04743
DB00295,DB00571
DB00945,DB04173
DB00544,DB04173
DB00338,DB00834
DB00396,DB00888
DB00554,DB00746
DB00482,DB00605
DB00542,DB01645
DB00495,DB02533
DB00184,DB02010
DB00136,DB00412
DB00523,DB00773
DB00441,DB00947
DB00255,DB00495
DB00863,DB01229
DB00281,DB01169
DB00586,DB01041
DB00834,DB01132
DB00928,DB02656
DB00264,DB00470
DB00158,DB03843
DB00197,DB00982
DB00586,DB01262
DB00481,DB00531
DB00822,DB00860
DB00472,DB00586
DB00295,DB00668
DB00499,DB04557
DB00412,DB00470
DB00435,DB01248
DB01039,DB02546
DB00388,DB00907
DB00328,DB01698
DB00328,DB00564
DB00162,DB00544
DB00515,DB03518
DB00982,DB03843
DB00396,DB00720
DB01700,DB02379
DB00227,DB00624
DB00586,DB00763
DB00158,DB00428
DB00533,DB02656
DB00947,DB04557
DB00788,DB01373
DB00526,DB00661
DB01120,DB01593
DB00624,DB01229
DB00277,DB00694
DB00624,DB03467
DB00431,DB02709
DB00126,DB00762
DB00977,DB04573
DB00755,DB00975
DB00678,DB04743
DB01181,DB01262
DB00162,DB01593
DB00162,DB00806
DB00975,DB01174
DB00122,DB00171
DB00435,DB00515
DB00136,DB04216
DB00279,DB00741
DB00363,DB01262
DB00158,DB03518
DB00860,DB01919
DB00928,DB01065
DB00277,DB00399
DB00281,DB00316
DB00255,DB00586
DB00252,DB01169
DB00544,DB01085
DB00281,DB01064
DB00641,DB02527
DB00763,DB02379
DB00544,DB00762
DB00162,DB00550
DB00328,DB00541
DB00877,DB01593
DB00477,DB01076
DB04540,DB04743
DB00472,DB00499
DB00264,DB01030
DB00526,DB00993
DB00566,DB01076
DB00709,DB04216
DB00584,DB01050
DB00458,DB00641
DB01026,DB02587
DB00783,DB02261
DB00316,DB01370
DB01093,DB02527
DB00649,DB01262
DB00136,DB00188
DB00134,DB01041
DB01275,DB02379
DB00368,DB00694
DB01120,DB01234
DB00977,DB01592
DB01030,DB01041
DB00746,DB00860
DB00863,DB01262
DB00586,DB01698
DB01030,DB01262
DB00563,DB00860
DB00255,DB00783
DB00773,DB04743
DB00396,DB00927
DB00162,DB01234
DB00783,DB01095
DB00694,DB01393
DB00834,DB04348
DB00515,DB02365
DB01169,DB01296
DB01345,DB04216
DB00134,DB00763
DB00682,DB02379
DB00368,DB00399
DB01645,DB04216
DB00295,DB00451
DB00171,DB01093
DB00252,DB00316
DB00544,DB00563
DB00175,DB00544
DB00368,DB00928
DB00136,DB00472
DB00431,DB01356
DB00959,DB02527
DB00877,DB01234
DB00224,DB00316
DB00470,DB00586
DB00636,DB00727
DB00675,DB01169
DB00126,DB00790
DB00580,DB04216
DB00313,DB00533
DB00636,DB01132
DB01136,DB04743
DB00264,DB00526
DB00571,DB02533
DB01118,DB02424
DB00143,DB00624
DB00407,DB00481
DB00175,DB01593
DB00143,DB04827
DB00675,DB01166
DB00412,DB00526
DB00203,DB01169
DB00773,DB00910
DB00997,DB04827
DB00544,DB00790
DB00783,DB01026
DB00586,DB00746
DB00798,DB01115
DB00435,DB03568
DB00331,DB00584
DB00550,DB01232
DB00627,DB00970
DB00499,DB00917
DB00470,DB00783
DB00175,DB00481
DB01356,DB01393
DB00993,DB04743
DB01229,DB02533
DB00783,DB00843
DB00907,DB01586
DB00431,DB01394
DB03128,DB03843
DB00970,DB03843
DB00435,DB00741
DB00541,DB00970
DB00783,DB02527
DB00678,DB01919
DB00566,DB00741
DB01118,DB01345
DB00435,DB00966
DB00773,DB01136
DB00396,DB01174
DB01026,DB01645
DB00641,DB02379
DB00134,DB01698
DB00134,DB00564
DB00388,DB00515
DB00091,DB01254
DB00515,DB02375
DB00412,DB01200
DB01030,DB01698
DB00594,DB01030
DB01041,DB02656
DB01577,DB04540
DB00531,DB00997
DB00363,DB00541
DB00624,DB01222
DB00122,DB00503
DB00166,DB00977
DB00481,DB00970
DB00763,DB01045
DB00412,DB00947
DB00175,DB01234
DB00201,DB04557
DB00363,DB00746
DB00988,DB01393
DB00091,DB00554
DB01093,DB02379
DB01373,DB01698
DB00898,DB00977
DB00316,DB01204
DB00541,DB02010
DB00166,DB00566
DB01064,DB02527
DB02546,DB03128
DB00550,DB02709
DB00482,DB01592
DB00864,DB01093
DB00158,DB02375
DB00428,DB00798
DB03128,DB03518
DB00970,DB03518
DB00635,DB01064
DB00290,DB00624
DB00170,DB00624
DB00499,DB00898
DB00305,DB00864
DB00503,DB02379
DB00290,DB04827
DB00624,DB00822
DB00255,DB02656
DB00806,DB01262
DB00788,DB04743
DB00608,DB01229
DB00134,DB00541
DB00428,DB00571
DB00773,DB01919
DB00783,DB03057
DB00636,DB04348
DB00396,DB00594
DB00122,DB02587
DB00834,DB01248
DB00515,DB00544
DB00134,DB00746
DB00448,DB02656
DB00966,DB01645
DB00959,DB02379
DB00091,DB00312
DB00305,DB02546
DB01041,DB01076
DB00537,DB01645
DB00917,DB00982
DB00091,DB00435
DB02701,DB04743
DB00428,DB00668
DB00758,DB04216
DB00277,DB00396
DB00328,DB00818
DB00435,DB00975
DB00317,DB01174
DB04173,DB04216
DB00412,DB00841
DB00741,DB00877
DB00501,DB00636
DB00295,DB00394
DB00515,DB01593
DB00741,DB01183
DB00515,DB00806
DB00122,DB01586
DB00307,DB00898
DB01234,DB04224
DB00126,DB03467
DB00158,DB00544
DB01262,DB04539
DB00255,DB01065
DB00126,DB02901
DB01064,DB03057
DB00482,DB00495
DB00312,DB02379
DB00499,DB01454
DB00515,DB00550
DB00313,DB01166
DB00759,DB00834
DB00182,DB00313
DB00531,DB00877
DB00388,DB03568
DB00945,DB01229
DB00495,DB01115
DB00783,DB02379
DB00470,DB02656
DB00877,DB01050
DB00316,DB03193
DB00997,DB03255
DB00860,DB00864
DB00544,DB03467
DB00171,DB00695
DB00947,DB01454
DB00158,DB01593
DB00158,DB00806
DB00544,DB02901
DB00550,DB01356
DB00763,DB01370
DB00563,DB01097
DB00091,DB00864
DB00515,DB01394
DB00388,DB00966
DB00368,DB00396
DB00316,DB00482
DB00641,DB01045
DB00982,DB01593
DB00158,DB00550
DB00783,DB01954
DB00860,DB02546
DB00316,DB00795
DB00295,DB02010
DB00515,DB01234
DB00412,DB01042
DB00328,DB00399
DB00572,DB00947
DB00550,DB00619
DB00143,DB00523
DB01268,DB01645
DB01118,DB04115
DB01064,DB02379
DB00136,DB00580
DB00542,DB00641
DB00755,DB04557
DB00605,DB00907
DB00482,DB00586
DB00564,DB01166
DB00277,DB00470
DB00396,DB00649
DB00136,DB00290
DB00407,DB01050
DB00669,DB00947
DB01042,DB01229
DB00201,DB00917
DB00747,DB00783
DB00470,DB01076
DB00316,DB00325
DB00822,DB04216
DB00158,DB01234
DB00554,DB00907
DB00571,DB00755
DB00428,DB00451
DB00624,DB01221
DB00635,DB01118
DB00166,DB01393
DB01645,DB04819
DB00437,DB01169
DB00987,DB01030
DB00166,DB00255
DB00982,DB01234
DB01076,DB01393
DB00482,DB00783
DB01234,DB03843
DB00898,DB01393
DB00641,DB01164
DB00162,DB00997
DB00550,DB01599
DB01050,DB02424
DB00328,DB00594
DB00091,DB00694
DB00197,DB00277
DB00523,DB00563
DB00368,DB00470
DB00331,DB01454
DB00184,DB00773
DB01229,DB03796
DB01370,DB03128
DB00313,DB04224
DB02546,DB04173
DB00834,DB00966
DB00544,DB03619
DB00188,DB03843
DB00264,DB02587
DB00091,DB00399
DB00136,DB01064
DB00290,DB00523
DB00201,DB00898
DB01919,DB02656
DB00316,DB00982
DB00678,DB00864
DB00316,DB00415
DB00321,DB00755
DB00641,DB01370
DB00412,DB02587
DB00783,DB01045
DB01234,DB03518
DB00977,DB01065
DB00188,DB00428
DB00437,DB01064
DB00502,DB04743
DB00584,DB04743
DB00197,DB00201
DB01039,DB04827
DB00571,DB01115
DB00262,DB00834
DB00678,DB02546
DB00396,DB01104
DB00746,DB04216
DB01042,DB01262
DB00928,DB01169
DB00563,DB04216
DB00624,DB01759
DB00421,DB00982
DB00281,DB02709
DB00627,DB00977
DB00162,DB00169
DB01593,DB04216
DB00564,DB04224
DB00338,DB00563
DB00945,DB01222
DB03166,DB04216
DB00188,DB03518
DB01645,DB02052
DB00798,DB02527
DB00136,DB00747
DB00126,DB00822
DB01065,DB03568
DB00503,DB01370
DB00499,DB00675
DB00533,DB01169
DB00970,DB01593
DB00898,DB01236
DB00368,DB01030
DB00481,DB00627
DB00227,DB00564
DB00201,DB01454
DB00277,DB00526
DB01174,DB01183
DB00197,DB00477
DB00175,DB00997
DB00747,DB02656
DB00755,DB00917
DB00481,DB00977
DB00162,DB00877
DB00396,DB02533
DB00544,DB00822
DB00834,DB00975
DB00936,DB01169
DB00255,DB00788
DB00184,DB00471
DB00143,DB01041
DB00428,DB00570
DB00325,DB00970
DB00773,DB02546
DB00428,DB01093
DB00481,DB00566
DB00482,DB02656
DB00997,DB01041
DB00313,DB03843
DB02656,DB04573
DB00262,DB00773
DB00571,DB00945
DB00550,DB01880
DB00762,DB01174
DB00307,DB00675
DB01234,DB02365
DB00675,DB01232
DB00877,DB01183
DB00171,DB00834
DB00526,DB01262
DB00143,DB00763
DB00412,DB01645
DB00898,DB00936
DB00977,DB04216
DB00586,DB00907
DB00970,DB01234
DB00277,DB00947
DB00624,DB00727
DB00313,DB00428
DB00368,DB00526
DB01454,DB04743
DB00636,DB00741
DB00266,DB00624
DB00255,DB00533
DB01356,DB02010
DB01136,DB02546
DB00331,DB00544
DB00624,DB01132
DB00763,DB00795
DB00136,DB00328
DB01166,DB02379
DB00162,DB00678
DB00166,DB00313
DB00982,DB01050
DB00281,DB00550
DB00482,DB01065
DB00435,DB04557
DB00313,DB03518
DB00741,DB02424
DB00136,DB01118
DB00184,DB00936
DB00564,DB03843
DB00993,DB02546
DB00584,DB01919
DB00363,DB00907
DB00428,DB02010
DB00668,DB03843
DB00472,DB00605
DB00279,DB03843
DB00798,DB02379
DB00290,DB01041
DB00170,DB01041
DB01050,DB04115
DB02709,DB04348
DB00331,DB00481
DB01050,DB04540
DB00675,DB02375
DB00175,DB00877
DB01370,DB04173
DB00550,DB01094
DB00396,DB00772
DB00431,DB00531
DB00143,DB01698
DB00753,DB04216
DB00143,DB00564
DB00252,DB01356
DB00566,DB00584
DB00399,DB00860
DB00203,DB02709
DB00495,DB02527
DB00470,DB00533
DB00627,DB00773
DB00290,DB00763
DB00170,DB00763
DB00126,DB01221
DB00313,DB00669
DB00179,DB00563
DB00515,DB00997
DB00958,DB04216
DB00317,DB00331
DB00788,DB00864
DB00134,DB00907
DB00526,DB01698
DB00755,DB01454
DB00564,DB03518
DB01174,DB04743
DB00541,DB00773
DB00091,DB00396
DB00328,DB00515
DB00641,DB01149
DB00550,DB04513
DB00252,DB00550
DB00412,DB00682
DB01076,DB04173
DB01169,DB01370
DB00531,DB01345
DB01592,DB04743
DB00627,DB01393
DB00197,DB04216
DB00898,DB04173
DB00605,DB00741
DB00544,DB01221
DB00788,DB02546
DB00441,DB01174
DB00641,DB03193
DB00763,DB00982
DB00252,DB01394
DB00624,DB04348
DB00158,DB00997
DB00197,DB01181
DB01586,DB04216
DB00313,DB02365
DB00544,DB00958
DB00910,DB01577
DB00412,DB01159
DB00328,DB00448
DB00572,DB01645
DB00295,DB00834
DB00554,DB00966
DB00694,DB01229
DB00122,DB00798
DB00641,DB00795
DB00481,DB01393
DB00255,DB00290
DB00564,DB00669
DB00201,DB00675
DB00526,DB00541
DB00201,DB00481
DB00675,DB01356
DB00571,DB01645
DB00184,DB04173
DB00388,DB01296
DB01454,DB01919
DB00171,DB03128
DB00526,DB00746
DB00122,DB00571
DB00864,DB00959
DB00255,DB01169
DB02145,DB02709
DB00669,DB01645
DB00290,DB01698
DB00170,DB01698
DB00853,DB00977
DB00290,DB00564
DB00170,DB00564
DB01234,DB01593
DB00499,DB01050
DB01159,DB03843
DB00898,DB01033
DB00188,DB00544
DB00428,DB00695
DB01115,DB01169
DB00624,DB01128
DB00388,DB04557
DB00947,DB01050
DB00122,DB00668
DB00481,DB01275
DB00477,DB03843
DB00091,DB00470
DB00197,DB00928
DB00564,DB02365
DB00566,DB03843
DB00407,DB04743
DB00563,DB04819
DB00987,DB02587
DB00675,DB01394
DB00435,DB00917
DB00188,DB01593
DB00158,DB00169
DB00515,DB00877
DB00997,DB02701
DB00396,DB00755
DB02546,DB03467
DB00495,DB02379
DB00162,DB00177
DB02546,DB02901
DB00822,DB01064
DB00328,DB03568
DB00818,DB03843
DB00184,DB01033
DB00313,DB02375
DB00170,DB00541
DB00396,DB03796
DB00188,DB00550
DB00295,DB00773
DB00877,DB01136
DB01645,DB02285
DB00255,DB00316
DB00499,DB02169
DB00563,DB00580
DB00255,DB01064
DB00796,DB00822
DB00727,DB00834
DB00184,DB00762
DB00396,DB02315
DB00363,DB00515
DB00675,DB01599
DB00571,DB02527
DB00477,DB03518
DB00091,DB01852
DB00158,DB00877
DB01030,DB01248
DB00783,DB03193
DB00495,DB00499
DB01174,DB01919
DB00806,DB00907
DB00947,DB02169
DB00396,DB00441
DB00694,DB01262
DB00407,DB00910
DB00277,DB02587
DB00641,DB00982
DB01592,DB01919
DB00741,DB04115
DB00091,DB00126
DB00182,DB01262
DB00988,DB01229
DB01222,DB01229
DB00368,DB00503
DB00966,DB01030
DB00188,DB01234
DB00126,DB00727
DB00512,DB01030
DB00515,DB00678
DB00523,DB00822
DB01229,DB02527
DB00864,DB03128
DB00435,DB00898
DB00564,DB02375
DB00407,DB01136
DB00531,DB04540
DB00134,DB00515
DB00783,DB01001
DB00877,DB01919
DB00162,DB02424
DB00431,DB00970
DB00834,DB04557
DB01064,DB03193
DB00295,DB00863
DB00910,DB01373
DB00396,DB01115
DB00325,DB00977
DB00331,DB01050
DB00563,DB02052
DB00317,DB00755
DB00641,DB00685
DB00945,DB01132
DB00136,DB02709
DB01593,DB02052
DB00158,DB00678
DB00305,DB00947
DB00122,DB00451
DB00586,DB03568
DB00987,DB01645
DB00675,DB04348
DB00472,DB01592
DB00877,DB02424
DB00295,DB03128
DB00313,DB01593
DB01118,DB04827
DB00313,DB00806
DB00746,DB01064
DB00531,DB00566
DB00396,DB01017
DB00563,DB01064
DB01169,DB01577
DB00727,DB00773
DB00499,DB00796
DB00481,DB00661
DB00570,DB00907
DB00437,DB02709
DB00959,DB00982
DB00586,DB00966
DB00162,DB01345
DB00313,DB00550
DB00338,DB00822
DB00709,DB02709
DB00184,DB00790
DB00435,DB01454
DB00584,DB02546
DB00091,DB00526
DB00407,DB01919
DB00368,DB01586
DB01065,DB01296
DB00624,DB01076
DB00388,DB00917
DB00388,DB00431
DB00313,DB01394
DB00331,DB00759
DB00279,DB00544
DB00277,DB01645
DB00526,DB00818
DB00988,DB01262
DB00396,DB00501
DB00563,DB00747
DB01345,DB02709
DB03193,DB03843
DB00564,DB01593
DB00571,DB02379
DB00564,DB00806
DB00313,DB01234
DB01645,DB02709
DB00396,DB00945
DB00363,DB00741
DB00822,DB01118
DB01065,DB04557
DB00783,DB00982
DB00412,DB00641
DB00368,DB02587
DB00977,DB02052
DB00675,DB01880
DB00201,DB01050
DB00091,DB01200
DB01041,DB03843
DB00470,DB04224
DB00619,DB00624
DB00668,DB01593
DB00860,DB00947
DB00544,DB00586
DB00394,DB00834
DB00541,DB04173
DB00126,DB04539
DB00091,DB00947
DB01183,DB02709
DB00977,DB01064
DB00472,DB00860
DB00134,DB03568
DB01229,DB02379
DB01030,DB03568
DB00399,DB00412
DB00313,DB00367
DB00316,DB00477
DB00316,DB01097
DB00279,DB00481
DB04540,DB04827
DB01370,DB03467
DB00328,DB00441
DB00564,DB01394
DB00170,DB00307
DB00694,DB00746
DB00428,DB00834
DB00945,DB04348
DB00338,DB00388
DB00388,DB00898
DB00134,DB00966
DB00197,DB00580
DB00134,DB00197
DB00262,DB00563
DB00907,DB02010
DB00368,DB01645
DB00947,DB01183
DB01373,DB03568
DB00544,DB00783
DB00564,DB01234
DB00661,DB01262
DB00531,DB00988
DB01393,DB04216
DB01041,DB03518
DB00166,DB01229
DB01956,DB02587
DB00910,DB01039
DB00773,DB04827
DB00437,DB00550
DB00126,DB01128
DB00448,DB03843
DB01076,DB01229
DB00171,DB01085
DB00668,DB01234
DB00898,DB01229
DB00531,DB00987
DB01454,DB02546
DB00134,DB00162
DB00834,DB00917
DB00624,DB00741
DB00252,DB00997
DB00936,DB02709
DB00122,DB01093
DB00325,DB00773
DB00441,DB02533
DB00091,DB00841
DB00399,DB04216
DB00394,DB00773
DB01169,DB01373
DB00482,DB01169
DB00206,DB00396
DB00122,DB00394
DB00746,DB01118
DB00541,DB00762
DB00563,DB01118
DB00169,DB00624
DB00325,DB01393
DB00177,DB01174
DB00550,DB00970
DB00477,DB00544
DB01017,DB04743
DB00518,DB00783
DB00184,DB01229
DB00158,DB00177
DB00184,DB03467
DB00982,DB01136
DB01159,DB01593
DB00162,DB04115
DB00470,DB03843
DB00162,DB04540
DB00091,DB00829
DB00171,DB00563
DB01164,DB02379
DB01262,DB04224
DB03518,DB04557
DB00477,DB01593
DB00295,DB04173
DB00572,DB00641
DB00571,DB01045
DB00566,DB01593
DB01698,DB02587
DB00877,DB04115
DB00675,DB00997
DB00515,DB02424
DB00755,DB01050
DB00134,DB00279
DB00533,DB01593
DB00331,DB01183
DB00554,DB01296
DB00477,DB00481
DB00091,DB01042
DB00482,DB01064
DB00605,DB04557
DB01174,DB02546
DB00399,DB00472
DB00328,DB00945
DB00197,DB01956
DB00435,DB00675
DB00201,DB00368
DB00166,DB01262
DB00818,DB01593
DB00753,DB01030
DB01592,DB02546
DB01169,DB01700
DB00396,DB01095
DB00533,DB00550
DB00928,DB01394
DB00470,DB03518
DB00499,DB04743
DB00977,DB01118
DB00982,DB01919
DB00197,DB00747
DB00864,DB01085
DB01159,DB01234
DB00526,DB04348
DB00554,DB04557
DB00958,DB01030
DB00526,DB00907
DB00316,DB04216
DB00428,DB00863
DB00158,DB02424
DB00252,DB00877
DB00515,DB01345
DB00544,DB02656
DB00947,DB04743
DB00477,DB01234
DB01166,DB01169
DB00188,DB00997
DB00367,DB00755
DB00328,DB00712
DB00197,DB01030
DB00755,DB00859
DB00428,DB03128
DB00566,DB01234
DB00316,DB01181
DB00431,DB00627
DB02010,DB02587
DB00252,DB00531
DB00834,DB01454
DB01033,DB01645
DB00755,DB00759
DB00295,DB01085
DB00421,DB04216
DB00134,DB00441
DB00295,DB00762
DB00197,DB00264
DB00431,DB00977
DB00307,DB04743
DB00158,DB01345
DB00818,DB01234
DB00126,DB01076
DB00499,DB00910
DB00412,DB00608
DB00975,DB02379
DB00396,DB00843
DB00431,DB00566
DB00795,DB04216
DB00136,DB01880
DB00396,DB02527
DB00898,DB01222
DB01262,DB03843
DB00328,DB01296
DB00966,DB02587
DB00407,DB02546
DB00571,DB01370
DB00170,DB00907
DB00544,DB01076
DB00822,DB02709
DB00279,DB01050
DB00381,DB00396
DB00675,DB00877
DB00091,DB00227
DB00091,DB02587
DB01577,DB01698
DB00499,DB01136
DB00316,DB00928
DB00773,DB00841
DB00958,DB01118
DB00255,DB02709
DB00162,DB00988
DB00122,DB00695
DB00295,DB00563
DB00762,DB01115
DB00947,DB01136
DB00970,DB01136
DB01229,DB01370
DB00197,DB01118
DB00162,DB00987
DB01115,DB02709
DB01128,DB01593
DB00563,DB01232
DB00977,DB02285
DB00184,DB01222
DB00755,DB00796
DB00472,DB01065
DB00331,DB04743
DB01262,DB03518
DB00313,DB00997
DB00501,DB01030
DB00388,DB00675
DB00188,DB00877
DB00338,DB00495
DB00136,DB00421
DB01645,DB01880
DB00675,DB00815
DB00499,DB01919
DB00605,DB00917
DB00441,DB00755
DB00531,DB00993
DB00526,DB01248
DB00166,DB00746
DB01041,DB01593
DB00277,DB00798
DB00184,DB00822
DB00171,DB02901
